Species	Symbol	Ensembl	Family	Entrez ID
Rattus_norvegicus	Bud31	ENSRNOG00000000989	Others	89819
Rattus_norvegicus	Smurf1	ENSRNOG00000000999	Others	690516
Rattus_norvegicus	Gtf2h3	ENSRNOG00000001035	GTF	288651
Rattus_norvegicus	Snapc2	ENSRNOG00000001056	Others	304204
Rattus_norvegicus	Kmt5a	ENSRNOG00000001062	Lysine methyltransferase	689820
Rattus_norvegicus	Brca2	ENSRNOG00000001111	Others	360254
Rattus_norvegicus	Med13l	ENSRNOG00000001120	Mediator complex	360817
Rattus_norvegicus	Tesc	ENSRNOG00000001128	Others	288689
Rattus_norvegicus	Suds3	ENSRNOG00000001139	Other_Co-activator/repressors	360819
Rattus_norvegicus	Rnf10	ENSRNOG00000001172	Ring finger protein	288710
Rattus_norvegicus	Slc19a1	ENSRNOG00000001232	SLC	29723
Rattus_norvegicus	Prmt2	ENSRNOG00000001297	Arginine methyltransferase	499420
Rattus_norvegicus	Taf6	ENSRNOG00000001355	TATA-box	288533
Rattus_norvegicus	Ddx54	ENSRNOG00000001377	RNA helicase	360815
Rattus_norvegicus	Actl6b	ENSRNOG00000001408	Actin	288563
Rattus_norvegicus	Baz1b	ENSRNOG00000001453	Bromodomain	368002
Rattus_norvegicus	Tbp	ENSRNOG00000001489	TATA-box	117526
Rattus_norvegicus	Hat1	ENSRNOG00000001524	Others	296501
Rattus_norvegicus	Nrip1	ENSRNOG00000001585	Nuclear receptor coactivator	304157
Rattus_norvegicus	Brwd1	ENSRNOG00000001632	Bromodomain	304061
Rattus_norvegicus	Chaf1b	ENSRNOG00000001692	Others	288242
Rattus_norvegicus	Dvl3	ENSRNOG00000001708	Others	303811
Rattus_norvegicus	Med21	ENSRNOG00000001820	Mediator complex	312849
Rattus_norvegicus	Med15	ENSRNOG00000001877	Mediator complex	360743
Rattus_norvegicus	Brdt	ENSRNOG00000002073	Bromodomain	-
Rattus_norvegicus	Cnot6l	ENSRNOG00000002075	CCR4-NOT	360917
Rattus_norvegicus	Lin54	ENSRNOG00000002203	Others	305171
Rattus_norvegicus	Slc30a9	ENSRNOG00000002246	SLC	498358
Rattus_norvegicus	Hnrnpd	ENSRNOG00000002292	HNRNP	79256
Rattus_norvegicus	Trim25	ENSRNOG00000002341	Tripartite motif	494338
Rattus_norvegicus	Eaf2	ENSRNOG00000002350	Others	266787
Rattus_norvegicus	Tceal1	ENSRNOG00000002387	TEF	302593
Rattus_norvegicus	Morf4l2	ENSRNOG00000002389	Other_CRF	317413
Rattus_norvegicus	Tpr	ENSRNOG00000002394	Others	304862
Rattus_norvegicus	Rnf2	ENSRNOG00000002454	Ring finger protein	304850
Rattus_norvegicus	Rap2c	ENSRNOG00000002529	Others	302495
Rattus_norvegicus	Sap30l	ENSRNOG00000002575	SAP	360531
Rattus_norvegicus	Cnot8	ENSRNOG00000002630	CCR4-NOT	363603
Rattus_norvegicus	Naca	ENSRNOG00000002632	Others	288770
Rattus_norvegicus	Ciita	ENSRNOG00000002659	Others	85483
Rattus_norvegicus	Tfb2m	ENSRNOG00000002695	Others	289307
Rattus_norvegicus	Phf8	ENSRNOG00000002708	PHF	317425
Rattus_norvegicus	Dhx9	ENSRNOG00000002735	RNA helicase	304859
Rattus_norvegicus	Aatf	ENSRNOG00000002778	Others	114512
Rattus_norvegicus	Tob1	ENSRNOG00000002828	Others	170842
Rattus_norvegicus	Gsk3b	ENSRNOG00000002833	Others	84027
Rattus_norvegicus	Trim11	ENSRNOG00000002915	Tripartite motif	360534
Rattus_norvegicus	Calr	ENSRNOG00000003029	Others	64202
Rattus_norvegicus	Wnt3a	ENSRNOG00000003039	Others	303181
Rattus_norvegicus	Dcaf6	ENSRNOG00000003078	Others	289181
Rattus_norvegicus	Hdac8	ENSRNOG00000003122	Histone deacetylase	363481
Rattus_norvegicus	Sqstm1	ENSRNOG00000003147	Others	113894
Rattus_norvegicus	Nlrp3	ENSRNOG00000003170	Others	287362
Rattus_norvegicus	Cited1	ENSRNOG00000003189	CITED	64466
Rattus_norvegicus	Hexim1	ENSRNOG00000003203	Others	498008
Rattus_norvegicus	Ldb2	ENSRNOG00000003205	LIM	289664
Rattus_norvegicus	Trim16	ENSRNOG00000003219	Tripartite motif	303214
Rattus_norvegicus	Cdc73	ENSRNOG00000003258	Others	304832
Rattus_norvegicus	Maml1	ENSRNOG00000003268	MAML	303101
Rattus_norvegicus	Creg1	ENSRNOG00000003291	Others	289185
Rattus_norvegicus	Rrn3	ENSRNOG00000003326	Others	304714
Rattus_norvegicus	Rasd1	ENSRNOG00000003348	Others	64455
Rattus_norvegicus	Ogt	ENSRNOG00000003359	Others	26295
Rattus_norvegicus	Cenpf	ENSRNOG00000003388	CENP	257649
Rattus_norvegicus	Aim2	ENSRNOG00000003480	Others	304987
Rattus_norvegicus	Mnda	ENSRNOG00000003486	Others	304988
Rattus_norvegicus	Smyd2	ENSRNOG00000003583	SMYD	289372
Rattus_norvegicus	Med28	ENSRNOG00000003592	Mediator complex	305391
Rattus_norvegicus	Tab3	ENSRNOG00000003643	Others	317546
Rattus_norvegicus	Myocd	ENSRNOG00000003669	Others	246297
Rattus_norvegicus	Pir	ENSRNOG00000003674	Others	363465
Rattus_norvegicus	Med13	ENSRNOG00000003679	Mediator complex	303403
Rattus_norvegicus	Tbl1x	ENSRNOG00000003686	Transducin	302711
Rattus_norvegicus	Nono	ENSRNOG00000003689	Others	317259
Rattus_norvegicus	AABR07041600.1	ENSRNOG00000003734	Others	-
Rattus_norvegicus	Med14	ENSRNOG00000003792	Mediator complex	317343
Rattus_norvegicus	Pttg1	ENSRNOG00000003802	Others	64193
Rattus_norvegicus	Tada1	ENSRNOG00000003816	Transcriptional adaptor	360874
Rattus_norvegicus	Rptor	ENSRNOG00000003821	Others	287871
Rattus_norvegicus	Med12	ENSRNOG00000003848	Mediator complex	679693
Rattus_norvegicus	Dnaja3	ENSRNOG00000003855	Others	360481
Rattus_norvegicus	Ankar	ENSRNOG00000003991	Ankyrin repeat	501138
Rattus_norvegicus	Grip1	ENSRNOG00000004013	Others	84016
Rattus_norvegicus	Msl3	ENSRNOG00000004016	Others	317464
Rattus_norvegicus	Lrrk2	ENSRNOG00000004048	Other_CRF	300160
Rattus_norvegicus	Trib1	ENSRNOG00000004100	Others	78969
Rattus_norvegicus	Hdac9	ENSRNOG00000004158	Histone deacetylase	687001
Rattus_norvegicus	Flii	ENSRNOG00000004159	Others	287375
Rattus_norvegicus	Ccdc59	ENSRNOG00000004183	Coiled-coil	314799
Rattus_norvegicus	Btg1	ENSRNOG00000004284	Others	29618
Rattus_norvegicus	Gtf2a1	ENSRNOG00000004300	GTF	83830
Rattus_norvegicus	Egfr	ENSRNOG00000004332	Others	24329
Rattus_norvegicus	Notch3	ENSRNOG00000004346	Notch	56761
Rattus_norvegicus	Parp10	ENSRNOG00000004361	PARP	102548778
Rattus_norvegicus	Lpin1	ENSRNOG00000004377	LPIN	313977
Rattus_norvegicus	Fbxw11	ENSRNOG00000004395	Others	303024
Rattus_norvegicus	Rad21	ENSRNOG00000004420	Others	314949
Rattus_norvegicus	Ppargc1a	ENSRNOG00000004473	Others	83516
Rattus_norvegicus	Eapp	ENSRNOG00000004509	Others	299043
Rattus_norvegicus	Brd1	ENSRNOG00000004538	Bromodomain	315210
Rattus_norvegicus	Npm1	ENSRNOG00000004616	Nucleoplasmin	25498
Rattus_norvegicus	Traf6	ENSRNOG00000004639	Others	311245
Rattus_norvegicus	Eny2	ENSRNOG00000004681	Others	685258
Rattus_norvegicus	Rbfox2	ENSRNOG00000004688	Others	362950
Rattus_norvegicus	Arhgap5	ENSRNOG00000004696	Others	299012
Rattus_norvegicus	Yaf2	ENSRNOG00000004773	Others	690262
Rattus_norvegicus	Esf1	ENSRNOG00000004777	Others	366203
Rattus_norvegicus	Limd1	ENSRNOG00000004837	LIM	316101
Rattus_norvegicus	Med30	ENSRNOG00000004844	Mediator complex	299905
Rattus_norvegicus	Pa2g4	ENSRNOG00000004904	Others	288778
Rattus_norvegicus	Cnot2	ENSRNOG00000004909	CCR4-NOT	299805
Rattus_norvegicus	Supt7l	ENSRNOG00000004927	SUPT	313905
Rattus_norvegicus	Txlng	ENSRNOG00000004971	Others	302680
Rattus_norvegicus	Recql5	ENSRNOG00000005107	Others	287834
Rattus_norvegicus	Asf1b	ENSRNOG00000005115	Others	304648
Rattus_norvegicus	Rbbp7	ENSRNOG00000005157	RBBP	83712
Rattus_norvegicus	Snx6	ENSRNOG00000005249	Others	362738
Rattus_norvegicus	Sav1	ENSRNOG00000005264	Others	299116
Rattus_norvegicus	Csnk2a1	ENSRNOG00000005276	Casein	116549
Rattus_norvegicus	Trip11	ENSRNOG00000005292	Thyroid hormone receptor	314393
Rattus_norvegicus	Crebbp	ENSRNOG00000005330	CREB	54244
Rattus_norvegicus	Rybp	ENSRNOG00000005353	Others	-
Rattus_norvegicus	Sertad2	ENSRNOG00000005393	Others	498423
Rattus_norvegicus	Ctbp1	ENSRNOG00000005428	Others	29382
Rattus_norvegicus	Sap30bp	ENSRNOG00000005482	SAP	360662
Rattus_norvegicus	Ing3	ENSRNOG00000005496	ING	312154
Rattus_norvegicus	Arhgef5	ENSRNOG00000005506	Others	140898
Rattus_norvegicus	Med1	ENSRNOG00000005606	Mediator complex	497991
Rattus_norvegicus	Ncoa3	ENSRNOG00000005616	Nuclear receptor coactivator	84584
Rattus_norvegicus	Aurkb	ENSRNOG00000005659	Others	114592
Rattus_norvegicus	Runx1t1	ENSRNOG00000005673	Others	362489
Rattus_norvegicus	Lmcd1	ENSRNOG00000005690	LIM	494021
Rattus_norvegicus	Tle2	ENSRNOG00000005874	Transducin	299636
Rattus_norvegicus	Lrpprc	ENSRNOG00000005877	Others	313867
Rattus_norvegicus	Tle1	ENSRNOG00000005882	Transducin	362533
Rattus_norvegicus	Pawr	ENSRNOG00000005917	Others	64513
Rattus_norvegicus	Yap1	ENSRNOG00000005933	Others	363014
Rattus_norvegicus	C1d	ENSRNOG00000005982	Other_Co-activator/repressors	289810
Rattus_norvegicus	Cdk12	ENSRNOG00000006000	Cyclin	192350
Rattus_norvegicus	Ezh2	ENSRNOG00000006048	Others	312299
Rattus_norvegicus	Med19	ENSRNOG00000006050	Mediator complex	311165
Rattus_norvegicus	Phf21a	ENSRNOG00000006063	PHF	362166
Rattus_norvegicus	Rnf20	ENSRNOG00000006087	Ring finger protein	313216
Rattus_norvegicus	Trim37	ENSRNOG00000006248	Tripartite motif	360592
Rattus_norvegicus	Mdm2	ENSRNOG00000006304	Others	314856
Rattus_norvegicus	Wwp1	ENSRNOG00000006328	WW	297930
Rattus_norvegicus	Peli1	ENSRNOG00000006329	Others	305549
Rattus_norvegicus	Mbd3l1	ENSRNOG00000006363	MBD	300389
Rattus_norvegicus	Smarcad1	ENSRNOG00000006391	SWI/SNF	312398
Rattus_norvegicus	Xrcc6	ENSRNOG00000006392	Others	25019
Rattus_norvegicus	Sirt6	ENSRNOG00000006393	Sirtuin	299638
Rattus_norvegicus	Erbb2	ENSRNOG00000006450	Erbb2	24337
Rattus_norvegicus	Cdk2	ENSRNOG00000006469	Cyclin	362817
Rattus_norvegicus	Topors	ENSRNOG00000006485	Others	362501
Rattus_norvegicus	Casp8ap2	ENSRNOG00000006487	Others	313128
Rattus_norvegicus	Cops5	ENSRNOG00000006499	Others	312916
Rattus_norvegicus	Setd3	ENSRNOG00000006587	SET	299295
Rattus_norvegicus	Cry1	ENSRNOG00000006622	Others	299691
Rattus_norvegicus	Kdm4c	ENSRNOG00000006644	Lysine demethylase	298144
Rattus_norvegicus	Ddx1	ENSRNOG00000006652	RNA helicase	84474
Rattus_norvegicus	Plrg1	ENSRNOG00000006655	Others	60376
Rattus_norvegicus	Chd7	ENSRNOG00000006689	CHD	312974
Rattus_norvegicus	Maged1	ENSRNOG00000006756	MAGE	84469
Rattus_norvegicus	Brd4	ENSRNOG00000006770	Bromodomain	362844
Rattus_norvegicus	Smyd1	ENSRNOG00000006776	SMYD	297333
Rattus_norvegicus	Lancl2	ENSRNOG00000006810	Others	362375
Rattus_norvegicus	Hdac11	ENSRNOG00000006824	Histone deacetylase	297453
Rattus_norvegicus	Baz1a	ENSRNOG00000006828	Bromodomain	314126
Rattus_norvegicus	Padi4	ENSRNOG00000006855	Others	29512
Rattus_norvegicus	Mtdh	ENSRNOG00000006870	Others	170910
Rattus_norvegicus	Slc26a3	ENSRNOG00000006878	SLC	114629
Rattus_norvegicus	Rbl1	ENSRNOG00000006921	Other_Co-activator/repressors	680111
Rattus_norvegicus	C1qbp	ENSRNOG00000006949	Others	29681
Rattus_norvegicus	Xiap	ENSRNOG00000006967	Others	63879
Rattus_norvegicus	Med6	ENSRNOG00000006976	Mediator complex	299180
Rattus_norvegicus	Ccnk	ENSRNOG00000006985	Cyclin	500715
Rattus_norvegicus	Hipk2	ENSRNOG00000007034	HIPK	362342
Rattus_norvegicus	Med7	ENSRNOG00000007053	Mediator complex	100911235
Rattus_norvegicus	Dhx33	ENSRNOG00000007054	RNA helicase	287464
Rattus_norvegicus	Paxip1	ENSRNOG00000007131	Others	311944
Rattus_norvegicus	Strap	ENSRNOG00000007134	Others	297699
Rattus_norvegicus	Ehmt1	ENSRNOG00000007242	Histone lysine methyltransferase	362078
Rattus_norvegicus	Cdkn1b	ENSRNOG00000007249	Cyclin	83571
Rattus_norvegicus	Mnat1	ENSRNOG00000007267	Others	266713
Rattus_norvegicus	Trib3	ENSRNOG00000007319	Others	246273
Rattus_norvegicus	Ascc2	ENSRNOG00000007349	ASCC	498402
Rattus_norvegicus	Nfkbia	ENSRNOG00000007390	NFKB associated	25493
Rattus_norvegicus	Top1mt	ENSRNOG00000007500	Other_CRF	300029
Rattus_norvegicus	Fhl3	ENSRNOG00000007541	FHL	313582
Rattus_norvegicus	Polr3f	ENSRNOG00000007548	POLR	311487
Rattus_norvegicus	Padi2	ENSRNOG00000007574	Other_CRF	29511
Rattus_norvegicus	Eya1	ENSRNOG00000007590	EYA	-
Rattus_norvegicus	Fhl5	ENSRNOG00000007680	FHL	297954
Rattus_norvegicus	Brd3	ENSRNOG00000007681	Bromodomain	362092
Rattus_norvegicus	Ccnc	ENSRNOG00000007719	Cyclin	114839
Rattus_norvegicus	Pqbp1	ENSRNOG00000007766	Others	302557
Rattus_norvegicus	Pnrc1	ENSRNOG00000007793	Others	-
Rattus_norvegicus	Kdm3a	ENSRNOG00000007814	Lysine demethylase	312440
Rattus_norvegicus	Vgll4	ENSRNOG00000007822	Vestigial like	297523
Rattus_norvegicus	Ufl1	ENSRNOG00000007831	Others	313115
Rattus_norvegicus	Supt4h1	ENSRNOG00000007845	SUPT	287608
Rattus_norvegicus	Actr6	ENSRNOG00000007875	ACTR	314718
Rattus_norvegicus	Ssbp3	ENSRNOG00000007920	Others	84354
Rattus_norvegicus	Pak6	ENSRNOG00000007925	Others	296078
Rattus_norvegicus	Wbp2	ENSRNOG00000007971	WW	192645
Rattus_norvegicus	Ncoa2	ENSRNOG00000007975	Nuclear receptor coactivator	83724
Rattus_norvegicus	Abra	ENSRNOG00000007999	Actin	286965
Rattus_norvegicus	Cdk5	ENSRNOG00000008017	Cyclin	140908
Rattus_norvegicus	Wbp2nl	ENSRNOG00000008038	Others	688642
Rattus_norvegicus	Wwc1	ENSRNOG00000008065	WW	303039
Rattus_norvegicus	Dpf3	ENSRNOG00000008086	DPF	299186
Rattus_norvegicus	Tgs1	ENSRNOG00000008156	Others	312947
Rattus_norvegicus	Wdr5	ENSRNOG00000008212	WD	362093
Rattus_norvegicus	Brms1l	ENSRNOG00000008249	Other_CRF	299053
Rattus_norvegicus	Wdtc1	ENSRNOG00000008377	WD	313020
Rattus_norvegicus	Pml	ENSRNOG00000008400	Others	315713
Rattus_norvegicus	Nab2	ENSRNOG00000008415	Others	314910
Rattus_norvegicus	Cbl	ENSRNOG00000008444	Others	500985
Rattus_norvegicus	Dact1	ENSRNOG00000008445	Others	500666
Rattus_norvegicus	Eid1	ENSRNOG00000008452	EID	499882
Rattus_norvegicus	Thoc5	ENSRNOG00000008456	Others	360972
Rattus_norvegicus	Ago2	ENSRNOG00000008533	Others	59117
Rattus_norvegicus	Tada3	ENSRNOG00000008597	Transcriptional adaptor	362414
Rattus_norvegicus	Phip	ENSRNOG00000008652	Others	315843
Rattus_norvegicus	Nlk	ENSRNOG00000008704	Others	497961
Rattus_norvegicus	Med24	ENSRNOG00000008711	Mediator complex	619436
Rattus_norvegicus	Zmym2	ENSRNOG00000008734	Zinc finger	305913
Rattus_norvegicus	Cops2	ENSRNOG00000008744	Others	261736
Rattus_norvegicus	Pex2	ENSRNOG00000008748	Others	29534
Rattus_norvegicus	Atf7ip	ENSRNOG00000008870	Others	312800
Rattus_norvegicus	Sdr16c5	ENSRNOG00000008871	Others	297805
Rattus_norvegicus	Tdrd3	ENSRNOG00000009034	Others	306066
Rattus_norvegicus	Chrac1	ENSRNOG00000009103	Other_CRF	315058
Rattus_norvegicus	Psen1	ENSRNOG00000009110	Others	29192
Rattus_norvegicus	Itgb3bp	ENSRNOG00000009116	Others	362548
Rattus_norvegicus	Mad2l2	ENSRNOG00000009134	Others	313702
Rattus_norvegicus	Pnrc2	ENSRNOG00000009248	Others	100125373
Rattus_norvegicus	Anp32b	ENSRNOG00000009266	ANP	170724
Rattus_norvegicus	Smarca4	ENSRNOG00000009271	SWI/SNF	171379
Rattus_norvegicus	Commd1	ENSRNOG00000009281	Others	289831
Rattus_norvegicus	Meaf6	ENSRNOG00000009309	Others	362594
Rattus_norvegicus	Hck	ENSRNOG00000009331	Others	25734
Rattus_norvegicus	Nelfb	ENSRNOG00000009377	GTF	311796
Rattus_norvegicus	Lmo2	ENSRNOG00000009401	LIM	362176
Rattus_norvegicus	Src	ENSRNOG00000009495	Others	83805
Rattus_norvegicus	Depdc1	ENSRNOG00000009503	Others	295538
Rattus_norvegicus	Phf12	ENSRNOG00000009566	PHF	303274
Rattus_norvegicus	Hdac1	ENSRNOG00000009568	Histone deacetylase	297893
Rattus_norvegicus	Tcf20	ENSRNOG00000009585	Others	366964
Rattus_norvegicus	Mtor	ENSRNOG00000009615	Others	56718
Rattus_norvegicus	Apex1	ENSRNOG00000009663	Others	79116
Rattus_norvegicus	Mdm4	ENSRNOG00000009696	Others	304798
Rattus_norvegicus	Chd3	ENSRNOG00000009722	CHD	303241
Rattus_norvegicus	Uxt	ENSRNOG00000009893	Others	299313
Rattus_norvegicus	Skil	ENSRNOG00000009899	SKI	114208
Rattus_norvegicus	LOC680121	ENSRNOG00000009920	Heat shock protein	680121
Rattus_norvegicus	Puf60	ENSRNOG00000009960	Others	84401
Rattus_norvegicus	Thrap3	ENSRNOG00000009977	Thyroid hormone receptor	313591
Rattus_norvegicus	Smarcd3	ENSRNOG00000010077	SWI/SNF	296732
Rattus_norvegicus	Leo1	ENSRNOG00000010116	Others	300837
Rattus_norvegicus	Raf1	ENSRNOG00000010153	Others	24703
Rattus_norvegicus	Snapc5	ENSRNOG00000010156	Others	691501
Rattus_norvegicus	Ice2	ENSRNOG00000010160	GTF	691379
Rattus_norvegicus	Vhl	ENSRNOG00000010258	Others	24874
Rattus_norvegicus	Trim32	ENSRNOG00000010303	Tripartite motif	313264
Rattus_norvegicus	H2afz	ENSRNOG00000010306	Others	58940
Rattus_norvegicus	Tnip1	ENSRNOG00000010370	Others	363599
Rattus_norvegicus	Nrg1	ENSRNOG00000010392	Others	112400
Rattus_norvegicus	Eya3	ENSRNOG00000010396	EYA	313027
Rattus_norvegicus	Mycbp2	ENSRNOG00000010479	Others	290447
Rattus_norvegicus	Med17	ENSRNOG00000010496	Mediator complex	300367
Rattus_norvegicus	Smarcd2	ENSRNOG00000010557	SWI/SNF	83833
Rattus_norvegicus	Kdm5a	ENSRNOG00000010591	Lysine demethylase	312678
Rattus_norvegicus	Birc2	ENSRNOG00000010602	Others	60371
Rattus_norvegicus	Dnmt3b	ENSRNOG00000010625	DNA_methylase	444985
Rattus_norvegicus	Ctnnd2	ENSRNOG00000010649	Casein	114028
Rattus_norvegicus	Cth	ENSRNOG00000010658	Others	24962
Rattus_norvegicus	Med12l	ENSRNOG00000010680	Mediator complex	690752
Rattus_norvegicus	Terf2ip	ENSRNOG00000010712	Others	307861
Rattus_norvegicus	Sap18	ENSRNOG00000010732	SAP	290284
Rattus_norvegicus	Trak2	ENSRNOG00000010881	Others	171086
Rattus_norvegicus	Fbxw7	ENSRNOG00000010889	Others	100360914
Rattus_norvegicus	Taf1d	ENSRNOG00000010921	TATA-box	363017
Rattus_norvegicus	Ywhab	ENSRNOG00000010945	Others	56011
Rattus_norvegicus	Irf2bpl	ENSRNOG00000011026	Others	314329
Rattus_norvegicus	Efcab6	ENSRNOG00000011094	Others	315179
Rattus_norvegicus	Tbpl1	ENSRNOG00000011114	TATA-box	689030
Rattus_norvegicus	Gtf2b	ENSRNOG00000011135	GTF	81673
Rattus_norvegicus	Tenm4	ENSRNOG00000011151	Others	308831
Rattus_norvegicus	Blm	ENSRNOG00000011213	Others	308755
Rattus_norvegicus	Tbl1xr1	ENSRNOG00000011216	Transducin	365755
Rattus_norvegicus	Stk3	ENSRNOG00000011278	Others	65189
Rattus_norvegicus	Mllt3	ENSRNOG00000011280	GTF	-
Rattus_norvegicus	Med16	ENSRNOG00000011315	Mediator complex	299607
Rattus_norvegicus	Hipk3	ENSRNOG00000011358	HIPK	83617
Rattus_norvegicus	Hr	ENSRNOG00000011427	Lysine methyltransferase	60563
Rattus_norvegicus	S100a9	ENSRNOG00000011483	Others	94195
Rattus_norvegicus	Psip1	ENSRNOG00000011498	Others	313323
Rattus_norvegicus	Pou2af1	ENSRNOG00000011500	Others	690528
Rattus_norvegicus	Dusp26	ENSRNOG00000011518	Others	306527
Rattus_norvegicus	Actl6a	ENSRNOG00000011553	Actin	361925
Rattus_norvegicus	S100a8	ENSRNOG00000011557	Others	116547
Rattus_norvegicus	Cecr2	ENSRNOG00000011566	Other_CRF	500308
Rattus_norvegicus	Camk2d	ENSRNOG00000011589	CAMK	24246
Rattus_norvegicus	Hnrnpc	ENSRNOG00000011621	HNRNP	290046
Rattus_norvegicus	Tnks	ENSRNOG00000011625	Others	290794
Rattus_norvegicus	Alpk3	ENSRNOG00000011659	Others	365298
Rattus_norvegicus	Xrn2	ENSRNOG00000011785	Others	362229
Rattus_norvegicus	Cbx3	ENSRNOG00000011814	Chromobox	297093
Rattus_norvegicus	Sgk1	ENSRNOG00000011815	Others	29517
Rattus_norvegicus	Lzts1	ENSRNOG00000011826	Others	266711
Rattus_norvegicus	Myo6	ENSRNOG00000011852	Others	315840
Rattus_norvegicus	Mtpn	ENSRNOG00000011857	Others	79215
Rattus_norvegicus	Slc25a15	ENSRNOG00000011881	SLC	306574
Rattus_norvegicus	Smarca2	ENSRNOG00000011931	SWI/SNF	361745
Rattus_norvegicus	Csnk2a2	ENSRNOG00000011933	Casein	307641
Rattus_norvegicus	Supt16h	ENSRNOG00000011953	SUPT	305851
Rattus_norvegicus	Prmt5	ENSRNOG00000012046	Arginine methyltransferase	364382
Rattus_norvegicus	Txn1	ENSRNOG00000012081	Others	116484
Rattus_norvegicus	Rbl2	ENSRNOG00000012153	Other_Co-activator/repressors	81758
Rattus_norvegicus	Syk	ENSRNOG00000012160	Others	25155
Rattus_norvegicus	Supt6h	ENSRNOG00000012240	SUPT	303281
Rattus_norvegicus	Cnot7	ENSRNOG00000012263	CCR4-NOT	306492
Rattus_norvegicus	Med26	ENSRNOG00000012270	Mediator complex	306328
Rattus_norvegicus	Cnot1	ENSRNOG00000012271	CCR4-NOT	291841
Rattus_norvegicus	Gtf2h1	ENSRNOG00000012360	GTF	361580
Rattus_norvegicus	Naa15	ENSRNOG00000012385	Others	310399
Rattus_norvegicus	Thrsp	ENSRNOG00000012404	Others	25357
Rattus_norvegicus	Bcl9l	ENSRNOG00000012420	BCL	300673
Rattus_norvegicus	Setd6	ENSRNOG00000012447	SET	291844
Rattus_norvegicus	Orc2	ENSRNOG00000012558	Others	301430
Rattus_norvegicus	Lpxn	ENSRNOG00000012611	Others	293783
Rattus_norvegicus	Sfr1	ENSRNOG00000012641	Others	294030
Rattus_norvegicus	Lgals9	ENSRNOG00000012681	Others	25476
Rattus_norvegicus	Pcgf2	ENSRNOG00000012705	PCGF	287662
Rattus_norvegicus	Zfp451	ENSRNOG00000012718	Zinc finger	316312
Rattus_norvegicus	Brf2	ENSRNOG00000012739	GTF	306542
Rattus_norvegicus	Pabpc1l	ENSRNOG00000012750	Other_CRF	296351
Rattus_norvegicus	Chtop	ENSRNOG00000012760	Others	361990
Rattus_norvegicus	Ajuba	ENSRNOG00000012791	Others	85265
Rattus_norvegicus	Grhpr	ENSRNOG00000012794	Others	680021
Rattus_norvegicus	Wdr61	ENSRNOG00000012803	WD	363064
Rattus_norvegicus	Kat6b	ENSRNOG00000012850	Lysine acetyltransferase	-
Rattus_norvegicus	Ern1	ENSRNOG00000012864	Others	498013
Rattus_norvegicus	Rbbp8	ENSRNOG00000012899	RBBP	291787
Rattus_norvegicus	Rprd1b	ENSRNOG00000012923	Others	311591
Rattus_norvegicus	Wwp2	ENSRNOG00000012937	WW	291999
